user_id,isbn_id,rating
1,1,10
1,2,10
1,3,6
1,4,3
1,5,1
1,6,2
1,7,10
1,8,2
1,9,4
1,10,2
1,11,8
1,12,10
1,13,8
1,14,4
1,15,6
1,16,7
1,17,6
1,18,4
1,19,9
1,20,6
1,21,6
1,22,10
1,23,1
1,24,4
1,25,4
1,26,2
1,27,7
1,28,8
1,29,6
1,30,3
1,31,1
1,32,4
1,33,7
1,34,10
1,35,2
1,36,4
1,37,4
1,38,7
1,39,2
1,40,10
1,41,3
1,42,10
1,43,1
1,44,3
1,45,8
1,46,2
1,47,5
1,48,9
1,49,8
1,50,1
1,51,7
1,52,10
1,53,9
1,54,7
1,55,7
1,56,1
1,57,10
1,58,10
1,59,8
1,60,8
1,61,2
1,62,4
1,63,6
1,64,8
1,65,8
1,66,9
1,67,2
1,68,5
1,69,10
1,70,1
1,71,6
1,72,7
1,73,6
1,74,7
1,75,4
1,76,3
1,77,1
1,78,6
1,79,9
1,80,1
1,81,2
1,82,1
1,83,7
1,84,3
1,85,4
1,86,10
1,87,8
1,88,3
1,89,1
1,90,2
1,91,9
1,92,2
1,93,9
1,94,7
1,95,9
1,96,2
1,97,10
1,98,10
1,99,8
1,100,3
1,101,3
1,102,4
1,103,8
1,104,5
1,105,8
1,106,2
1,107,2
1,108,7
1,109,7
1,110,4
1,111,6
1,112,10
1,113,10
1,114,1
1,115,6
1,116,9
1,117,6
1,118,4
1,119,5
1,120,6
1,121,5
1,122,10
1,123,6
1,124,1
1,125,10
1,126,4
1,127,5
1,128,9
1,129,9
1,130,9
1,131,3
1,132,2
1,133,1
1,134,2
1,135,10
1,136,2
1,137,4
1,138,4
1,139,9
1,140,1
1,141,2
1,142,4
1,143,7
1,144,1
1,145,6
1,146,6
1,147,8
1,148,3
1,149,2
1,150,9
1,151,3
1,152,7
1,153,1
1,154,7
1,155,10
1,156,10
1,157,8
1,158,5
1,159,3
1,160,4
1,161,8
1,162,6
1,163,3
1,164,10
1,165,2
1,166,6
1,167,2
1,168,7
1,169,1
1,170,9
1,171,9
1,172,7
1,173,9
1,174,9
1,175,8
1,176,4
1,177,10
1,178,6
1,179,2
1,180,3
1,181,4
1,182,2
1,183,4
1,184,3
1,185,7
1,186,9
1,187,1
1,188,2
1,189,7
1,190,8
1,191,5
1,192,2
1,193,3
1,194,8
1,195,2
1,196,9
1,197,6
1,198,10
1,199,4
1,200,9
1,201,6
1,202,10
1,203,10
1,204,7
1,205,10
1,206,5
1,207,9
1,208,7
1,209,6
1,210,6
1,211,1
1,212,2
1,213,2
1,214,5
1,215,6
1,216,3
1,217,6
1,218,6
1,219,10
1,220,5
1,221,6
1,222,9
1,223,4
1,224,8
1,225,7
1,226,8
1,227,4
1,228,8
1,229,7
1,230,10
1,231,2
1,232,4
1,233,6
1,234,6
1,235,5
1,236,5
1,237,8
1,238,6
1,239,7
1,240,2
1,241,1
1,242,10
1,243,7
1,244,2
1,245,8
1,246,4
1,247,7
1,248,8
1,249,7
1,250,2
1,251,7
1,252,9
1,253,2
1,254,8
1,255,9
1,256,7
1,257,6
1,258,9
1,259,7
1,260,3
1,261,10
1,262,1
1,263,3
1,264,3
1,265,9
1,266,1
1,267,1
1,268,8
1,269,3
1,270,10
1,271,5
1,272,9
1,273,1
1,274,9
1,275,8
1,276,3
1,277,9
1,278,7
1,279,6
1,280,2
1,281,6
1,282,4
1,283,1
2,1,9
2,2,3
2,3,5
2,4,8
2,5,5
2,6,2
2,7,3
2,8,5
2,9,10
2,10,2
2,11,6
2,12,9
2,13,5
2,14,8
2,15,1
2,16,10
2,17,9
2,18,9
2,19,10
2,20,6
2,21,2
2,22,8
2,23,3
2,24,1
2,25,1
2,26,1
2,27,4
2,28,6
2,29,4
2,30,2
2,31,2
2,32,3
2,33,10
2,34,6
2,35,1
2,36,1
2,37,9
2,38,7
2,39,3
2,40,9
2,41,4
2,42,6
2,43,6
2,44,8
2,45,1
2,46,7
2,47,9
2,48,4
2,49,6
2,50,7
2,51,10
2,52,7
2,53,10
2,54,8
2,55,3
2,56,4
2,57,6
2,58,3
2,59,3
2,60,5
2,61,10
2,62,9
2,63,2
2,64,3
2,65,5
2,66,10
2,67,1
2,68,2
2,69,1
2,70,7
2,71,10
2,72,7
2,73,3
2,74,10
2,75,3
2,76,8
2,77,10
2,78,2
2,79,10
2,80,3
2,81,2
2,82,3
2,83,10
2,84,3
2,85,10
2,86,5
2,87,1
2,88,2
2,89,9
2,90,7
2,91,10
2,92,2
2,93,1
2,94,10
2,95,5
2,96,10
2,97,8
2,98,1
2,99,7
2,100,9
2,101,10
2,102,10
2,103,4
2,104,2
2,105,10
2,106,2
2,107,3
2,108,6
2,109,3
2,110,1
2,111,8
2,112,4
2,113,3
2,114,9
2,115,9
2,116,8
2,117,6
2,118,3
2,119,8
2,120,3
2,121,9
2,122,5
2,123,8
2,124,10
2,125,4
2,126,8
2,127,4
2,128,9
2,129,4
2,130,10
2,131,10
2,132,7
2,133,4
2,134,4
2,135,1
2,136,10
2,137,3
2,138,5
2,139,4
2,140,9
2,141,1
2,142,10
2,143,4
2,144,9
2,145,6
2,146,9
2,147,9
2,148,9
2,149,5
2,150,6
2,151,1
2,152,4
2,153,2
2,154,6
2,155,7
2,156,1
2,157,6
2,158,6
2,159,7
2,160,4
2,161,10
2,162,3
2,163,1
2,164,4
2,165,5
2,166,7
2,167,9
2,168,2
2,169,2
2,170,2
2,171,4
2,172,1
2,173,3
2,174,2
2,175,4
2,176,3
2,177,8
2,178,7
2,179,6
2,180,7
2,181,4
2,182,5
2,183,3
2,184,7
2,185,1
2,186,1
2,187,8
2,188,4
2,189,2
2,190,1
2,191,2
2,192,9
2,193,6
2,194,7
2,195,6
2,196,7
2,197,5
2,198,2
2,199,2
2,200,4
2,201,7
2,202,3
2,203,6
2,204,5
2,205,6
2,206,10
2,207,4
2,208,2
2,209,3
2,210,7
2,211,7
2,212,4
2,213,5
2,214,9
2,215,5
2,216,4
2,217,6
2,218,5
2,219,9
2,220,2
2,221,10
2,222,10
2,223,1
2,224,1
2,225,3
2,226,9
2,227,4
2,228,2
2,229,8
2,230,8
2,231,1
2,232,2
2,233,4
2,234,5
2,235,3
2,236,2
2,237,1
2,238,10
2,239,5
2,240,7
2,241,6
2,242,1
2,243,1
2,244,3
2,245,3
2,246,2
2,247,7
2,248,7
2,249,2
2,250,9
2,251,6
2,252,1
2,253,4
2,254,2
2,255,2
2,256,10
2,257,10
2,258,6
2,259,8
2,260,7
2,261,3
2,262,8
2,263,2
2,264,4
2,265,10
2,266,7
2,267,3
2,268,10
2,269,10
2,270,8
2,271,2
2,272,6
2,273,2
2,274,7
2,275,5
2,276,9
2,277,8
2,278,6
2,279,10
2,280,3
2,281,5
2,282,9
2,283,7
3,1,2
3,2,6
3,3,2
3,4,3
3,5,2
3,6,6
3,7,9
3,8,2
3,9,4
3,10,5
3,11,9
3,12,4
3,13,7
3,14,6
3,15,8
3,16,6
3,17,8
3,18,4
3,19,4
3,20,4
3,21,3
3,22,6
3,23,5
3,24,9
3,25,5
3,26,2
3,27,1
3,28,6
3,29,7
3,30,1
3,31,3
3,32,8
3,33,9
3,34,1
3,35,1
3,36,8
3,37,10
3,38,3
3,39,9
3,40,1
3,41,1
3,42,10
3,43,5
3,44,6
3,45,1
3,46,9
3,47,7
3,48,5
3,49,6
3,50,2
3,51,10
3,52,1
3,53,9
3,54,2
3,55,9
3,56,9
3,57,2
3,58,4
3,59,2
3,60,4
3,61,6
3,62,9
3,63,6
3,64,8
3,65,1
3,66,7
3,67,4
3,68,9
3,69,3
3,70,1
3,71,10
3,72,8
3,73,9
3,74,2
3,75,3
3,76,1
3,77,2
3,78,9
3,79,4
3,80,8
3,81,1
3,82,4
3,83,5
3,84,1
3,85,3
3,86,8
3,87,1
3,88,8
3,89,3
3,90,9
3,91,6
3,92,6
3,93,8
3,94,3
3,95,7
3,96,3
3,97,3
3,98,2
3,99,1
3,100,4
3,101,8
3,102,3
3,103,7
3,104,8
3,105,9
3,106,1
3,107,1
3,108,6
3,109,5
3,110,4
3,111,10
3,112,9
3,113,2
3,114,2
3,115,9
3,116,2
3,117,3
3,118,10
3,119,6
3,120,1
3,121,2
3,122,5
3,123,3
3,124,6
3,125,1
3,126,8
3,127,1
3,128,3
3,129,8
3,130,1
3,131,9
3,132,8
